Episode,Turn,Speaker,Text
4,35,Gretchen,"Yeah, I think the American Dialect Society's relationship with these words is a reflection of our broader society's relationship with these words. So African-Americans get stigmatized for themselves speaking African- American English or themselves speaking in ways that differ from what we consider educated English, what we consider mainstream English, and can get penalized on the job market and stuff like that. And yet suddenly some of these words get adopted as cool and and become popular when they weren't as popular in the mouths of the original people that were saying them and so I think justifiably that's not fair. I think the American Dialect Society Word of the Year vote can in some cases reflect that words for African-American English get brought into mainstream society -- they get picked up in places like BuzzFeed, they get picked up by white celebrities, and white suburban teenagers and things like this. I think this is a process that does happen and in a sense the vote is chronicling things that do happen, so it's not necessarily inappropriate for the American Dialect Society to be reflecting that. But also to be making sure to reflect that these words have a longer history and have a longer context and that we owe them to the people that originally came up with them. And that you can't just talk about them as if they started in 2016 or in a particular year without that context before that."
4,36,Lauren,"Okay, that makes sense."
4,37,Gretchen,"I think that the long-term solution is, when you look at how words get borrowed from one language to another or one culture to another, they often reflected the existing power relationships that exist between those cultures. So words get borrowed between English and French but this isn't as fraught because English and French have had a relatively egalitarian power relationship through history, but that's not true for all of the words that have been borrowed into English. Whether that's from African-Americans or whether that's from indigenous peoples, or other people whose history has been erased as their words have been borrowed, those histories can be more fraught. And I think the least we can do is acknowledge that and give them credit for their linguistic creativity when we're doing that, but ultimately the way to make the power relationships less weird around those words being borrowed is to make those power relations be less weird in society in general."
4,38,Lauren,And I feel like that's why I really appreciate the Twitter feed that happens around the World of the Year because I get a much more diverse kind of perspective on these words and how people feel about them I feel like that kind of helps influence my awareness about words and their history especially from groups that I'm not in regular contact with.
4,39,Gretchen,"I will say as someone who has been at the voting for a number of years, there are a number of people who make these points in the speeches from the floor during the voting as well. And I think they often sway the audience towards or against particular words based on what's going on there, pointing out the history of these words. It's a bit tricky with the nomination process to trace the full history of these words as they're being nominated in the same hour that we're doing the voting, so some of that history taking happens afterwards."
4,40,Lauren,Fair enough.
4,41,Gretchen,"But I think continuing to point this out, continuing to point out that just because a word hits prominence in The New York Times, say, doesn't mean it's actually new that particular year, it may have a ten-year-old or 50 year old history among different group of people that we need to recognize."
4,42,Lauren,"I mean we talked about this with singular they and the pronouns episode, that it has a history that spans centuries, it's just that it felt like it was being talked about and that the time was right for it."
4,43,Gretchen,"Yeah, so the criteria for especially the American Dialect Society Word of the Year is not necessarily new, but 'newly prominent'. Because the year in which a word is new it's often that nobody really notices at all and so it's when it feels prominent. In practice, the way that gets enforced is when a word that has been nominated before gets nominated again, Ben Zimmer will just say 'Oh yeah, we had that word back in this year' because he somehow seems to know all of these."
4,44,Lauren,He's a Word of the Year oracle.
4,45,Gretchen,Basically if it hasn't been nominated before then it's fair game and somehow Ben Zimmer just knows all of the words that have ever been nominated.
4,46,Lauren,Useful man to have around.
4,47,Gretchen,Yes he's very useful!
4,48,Lauren,We haven't even talked about the winner yet of the American Dialect Society Word of the Year!
4,49,Gretchen,"That's true we haven't talked about the winner! So the overall winner, in case you somehow missed this, the overall winner was dumpster fire which can also optionally be expressed as an emoji with the wastebasket and the fire emoji but we did vote for it in its conventional English orthography. I think partly people felt like that was a very good word to sum up what 2016 had been and also how people have been talking about 2016 in terms of all of the bad things that had happened that year."
4,50,Lauren,Yeah so it was my nomination in my three weeks before the vote tweet so I feel--
4,51,Gretchen,congratulations!
4,52,Lauren,--very smug that I am of the zeitgeist.
4,53,Gretchen,You are on trend!
4,54,Lauren,"None of my specific category votes were correct, I'll put them in the show notes, but my Word of the Year was the one that won. Awkwardly though, my super backward Android phone doesn't have the wastepaper basket in my emoji library so I can't even emoji tweet the Word of the Year which is a bit of a tech fail."
4,55,Gretchen,If you copy paste it from somewhere.
4,56,Lauren,"I could, but it's getting very elaborate by that point. So it kind of was a dual win, so the word is the Word of the Year but people are also using the emoji as well."
4,57,Gretchen,"People are also using the emoji as well. I think there was some discussion about whether the wastebasket is a very good dumpster because obviously those are quite different shapes. I think initially, at least when I had started using the wastebasket + fire, I had been using to stand for trash fire or obviously something that means the same thing."
4,58,Lauren,"Which in my dialect is rubbish fire, or bin fire."
4,59,Gretchen,"I would really say garbage fire probably because trash to me reads as American so trash fire or garbage fire, I've been using the wastebasket for which I think is a perfectly reasonable use of the wastebasket. But then of course because dumpster fire is a synonym for that then you get the dumpster fire."
4,60,Lauren,"And there's been some good commentary on it, we'll link to Ben Zimmer's Language Log posts and Nancy Friedman's post on her blog about dumpster fire as the winner."
4,61,Gretchen,I will say that there's also something else that comes up in pretty much every Word of the Year vote is when a word reflects a political idea or an event or particular concept: Is voting for that particular word a political endorsement or is that simply a reflection that a thing has happened even if you don't agree with the fact that that's happened? And that was something that came up especially this year.
4,62,Lauren,Ok so this isn't the American Dialect Society admitting that 2016 was really bad by voting for this word.
4,63,Gretchen,"Well, dumpster fire is comparatively neutral, but if you look at some of the other categories and we look at some of the discussion that happened during that vote, so things like deplorables and nasty women were nominated. There was some discussion about alt-right although don't know if it ended up actually being nominated. And these are certainly words that were used a lot in 2016 but is the nomination of them going to be taken as an endorsement? And in some case it is. That's the thing. So last year when singular they was the one that was selected, I read several articles in the month thereafter saying, 'Well, one of the reasons why you should use singular they, it has a long history, it solves a convenient gender neutrality problem, but also the American Dialect Society has endorsed it.' And so it does have that signalling function."
4,64,Lauren,"Right, and we can't just say, 'Well, it's a positive word so we voted for it as an endorsement and it's a negative word so we voted for it as a warning.'"
4,65,Gretchen,"Yeah, and then the previous year the hashtag #BlackLivesMatter was voted for. And so I think that was again saying this was a significant event that happened in a particular year, but it's also saying the American Dialect Society -- the people who are voting for that particular Word of the Year -- would also like to assert that black lives matter. It's hard to separate the political and social functions of words from simply their descriptive nature even though we would like to do that sometimes as linguists."
4,66,Lauren,"So obviously dumpster fire was the ADS Word of the Year winner, but it seems like every dictionary has its own word of the year. There's words of the year all over the place at the end of the year, it's becoming an increasingly popular sport."
4,67,Gretchen,I mean it's such a good PR opportunity.
4,68,Lauren,"Is this just a PR opportunity, is this why people do this?"
4,69,Gretchen,"I mean, you can't deny that you do get a bit of press out of that and people like reporting on it. There's a bit of a sense I think among various dictionaries and other groups, that places try to choose different words of the year. Because if you pick the same word of the year as someone else then you're not as interesting from a reporting side, or you're not making your own statement. So I think that there was a widespread expectation that Oxford dictionaries was going to choose Brexit because they're--"
4,70,Lauren,--because they're the British one.
4,71,Gretchen,And then when they didn't maybe that freed up Collins Dictionary to choose Brexit.
4,72,Lauren,"Oxford Dictionary chose post truth for anyone who's interested, we'll link to all these."
4,73,Gretchen,"And they also pick different methodologies for choosing their words of the year. So the American Dialect Society has this big vote and at that point we're aware of what everyone else has chosen so there's often a bit of a tendency to not bother so much with already-chosen words. And the American Dialect Society vote specifically focuses on new words, whereas several of the other dictionaries -- because they have statistics and what people have been looking up a lot -- they often focus on the words that have had a particular spike that year or that have been looked up more often than normal and go for that. Those different methodologies will also tend to lead them to different words. Dictionary.com, for example, because I happened to be talking with Jane Solomon about this, they had a spike in xenophobia around Brexit and I think also around the U.S. election so they were a couple different spikes there. For Merriam-Webster, their word was surreal, and in previous years they've had words like science -- they tend to choose the words that have just an overall high in that given year without particular spikes and that will tend to bias you towards more common words, so that's why you get stuff like surreal and science. So I think partly people try to choose different methodologies to keep it interesting you know, and then if it comes with some PR, I don't think anyone's objecting to that."
4,74,Lauren,The Australian National Dictionary Centre vote for their word of the year and they kind of do an internal office discussion thing and they have shortlist and then they have a winner. I'm very pleased that the 2016 word of the year for the ANDC was democracy sausage.
4,75,Gretchen,So you might need to explain what that is.
4,76,Lauren,"So a democracy sausage -- earliest sources tend to be around 2012 but we had an election in and they were very popular in 2016 -- because we have this great system called compulsory voting. When you vote, which you have to do, afterwards often the local schools and local charities will set up a BBQ out the front and be cooking sausages. This is known as a sausage sizzle and you can buy yourself a sausage in a piece of bread maybe with some tomato sauce and onions and this is the cornerstone of democracy. The thing I was most excited about after I was 18 and I got to vote for the first time was that I got to vote and then I got to go out and have a sausage from the sausage sizzle afterwards. And this year thanks to the wonders of technology people got really into setting up like sausage sizzle finder apps so you could find a really good way to find a democracy sausage after voting."
4,77,Gretchen,"I don't know why all voting booths don't have these in other countries. Like, I would like some democracy sausages in Canada please."
4,78,Lauren,"Yeah, it's just part of it being like an event."
4,79,Gretchen,"That sounds really fun and it's definitely a very Australian word because we don't have them. I looked up to see as the resident Canadian whether anybody had ever declared a Canadian Word of the Year and I'm very disappointed to report that I did not find much. So there was some guy who was declaring Word of the Year for 2009 to 2012 and then just kind of stopped but I think this is something I might need to get going. I might need to get my friends of the Canadian Linguistics Association, I do know many people in the Canadian Linguistics Association, and I might need to get them on that because everybody else gets their PR op but--"
4,80,Lauren,"Yeah, it's Canada's turn."
4,81,Gretchen,"Yeah, it's Canada's turn. So we'll have to see if we can get a Canadian word of the year declared next year. And there are other stuff from other countries though, we're not going to list all the countries but Austria had a particularly interesting word of the year from their election and in my best German -- this word is 51 or 52 letter long, I didn't count, and reports vary -- the Austrian Word of the Year is 'Bundespräsidentenstichwahlwiederholungsverschiebung' and it means something like have a recount of the election, to do the election twice and this is something that apparently happened in Austria this year so people were talking about it a lot."
4,82,Lauren,"There's also a Dutch Sign Language Word of the Year. The Dutch Sign Language Word of the Year is you put your hand flat on your head and then you lift your fingers up kind of 90 degrees and put them back down again which is the Dutch Sign Language sign for Donald Trump. You may be able to figure out where the iconicity for that one comes from. So Dutch Sign Language declared a sign of the year which was pretty cool. [Update: this was actually the Swiss Sign Language word of the year, not the Dutch, sorry about that!]"
4,83,Gretchen,I asked a linguist who works on sign languages if there was an American Sign Language Word of the Year and she said 'Oh no there isn't but that's an interesting idea!' so maybe stay tuned.
4,84,Lauren,2017!
4,85,Gretchen,If there is an ASL Sign of the Year or Auslan Sign of the Year we will be sure to report back.
4,86,Lauren,"Something that people may be wondering by this point in the conversation, having talked about the Dutch sign, the Australian democracy sausage, the dumpster file which is also in emoji form, by the time you get to this point you thinking what even is a word right?"
4,87,Gretchen,Because the word of the year is often a phrase.
4,88,Lauren,Well the Austrian one is basically like a sentence in English.
4,89,Gretchen,"The Austrian would be a sentence in English, well, it would be kind of a compound noun in English, And the previous year singular they wasn't 'they' itself it was the fact that they was being used as singular that was a specific part of the words that we were looking at and yeah this does get us into the question of what even is a word."
4,90,Lauren,"And by time you're kind of done with this you realize that linguists play pretty fast and loose with the definition of words. The unit of the word -- unless you're a dictionary maker or a lexicographer or something really specific like that -- you don't often think about words when you're doing linguistics, weirdly enough."
4,91,Gretchen,"I think the average person thinks about a word as like, something with spaces around it. But that gets really complicated really quickly. So if you think about numbers, 22 when it's written in numerals doesn't have spaces but when it's written in words you can put a space in between it or you can put a dash in between it. And lots of compounds you can put a hyphen there or not put a hyphen there and does that make it two words now? I mean if you're writing an essay for a class and you have a word count ,maybe, but intuitively twenty-two with and without the hyphen mean the same thing so they should be the same word. Or if you take something like website you can write that open as web (space) site or website all together and those should be the same thing. And linguists would say those were the same thing."
4,92,Lauren,"Yeah, so something like dumpster fire or democracy sausage. They're nouns that are made up of other words so we think of them as compound nouns in linguistics. You know, I've kind of come to the point where I just try and tell people the word of the year is like word as in like a single semantic sense that has kind of one label, and maybe that label is a compound noun and sometimes that label as a single word and sometimes that label is an emoji. But language doesn't always just go with the white spaces."
4,93,Gretchen,"Yeah, and the white spaces are themselves artificial because you learn to speak before you learn how to write. And when the words come out of your mouth in a speech stream you're not pausing between every single word the way you need to put white spaces between words when you write them. So 'website' you say without a pause in between it regardless of what you do with the spacing. I think the best quote that I have about what a word is, so it was back when I was teaching, and I had a student that came up to me about halfway through the intro course, and said 'I'm really enjoying this course but the problem is, before taking linguistics I thought I knew what a word was. And now we've been getting into it more I just really have no idea!' And I said, 'Congratulations, you've become a linguist!' Because I would say, I went to a conference a couple years ago which was entirely about words and how they get put together, and someone made a joke to this room of a hundred or so linguists who all work specifically on words, saying, 'Yeah, well, you know, nobody really knows what a word is.' And there was laughing and agreeing. So if you ask group of a linguists what a word is I don't think there's a clear consensus -- it's not clear when you should put spaces and when you shouldn't put spaces. It's clear that there are some things that definitely aren't words and some things that definitely are, but there's a lot of stuff on the margins."
4,94,Lauren,"And that's even only in one language, let alone across the world's languages."
4,95,Gretchen,"So instead of words, linguists tend to talk about units of meaning and units of sound and then you have a morpheme which is some unit of sound that also has a particular meaning. It's very clear that something is or isn't a morpheme, because it has some sort of sound associated with it and has some sort of meaning associated with it. And it doesn't matter whether that morpheme is attached to another morpheme or all by itself as a word, it's still a unified thing to talk about. I've also realized we're talking about what's a word that I collaborated on a video with Tom Scott, who's a YouTuber, about what even is a word and some of the different things that different languages do with different words.We're going to put a link to that video in the show notes if you want to go check that out, and we will also of course be linking to a bunch of different discussions of words of the year. [Theme music]"
4,96,Gretchen,"For more Lingthusiasm, transcripts and links to all the resources and media mentioned in this episode, go to Lingthusiasm dot com. You can listen to us on iTunes, Google Play Music, SoundCloud, or wherever else you get your podcasts, and do feel free to leave us a review there. And you can follow at Lingthusiasm on Twitter, Facebook and Tumblr. I can be found on Twitter @GretchenAMcC and my blog is All Things Linguistic dot com."
4,97,Lauren,"I tweet and blog as Superlinguo. Lingthusiasm is created and produced by Gretchen McCulloch and Lauren Gawne. Our producer is Claire, and our music is by The Triangles. Stay Lingthusiastic!"
5,1,Lauren,"Welcome to Lingthusiasm, a podcast that's enthusiastic about linguistics. I'm Lauren Gawne."
5,2,Gretchen,"and I'm Gretchen McCulloch. And today we're going to be talking about colour. But first! I want to point out that all the transcripts for previous episodes are now online so you can check those out. Also: Lauren, what have you been up to lately?"
5,3,Lauren,"I have been in the world of gesture and the world of language data archiving. I've been at iGesto conference in Porto in Portugal, which was a delightful place for a delightful conference. And I've been archiving language data with a couple of projects, one of which is super exciting and I don't want to be one of those people that holds exciting projects over people's heads, but I've been doing some work with 1970s data recordings that's pretty cool and coming along nicely. And of course getting my own data into an archive that will be accessible for other people to look at whether they're speakers of the language or interested in the language or want to do linguistics on it. So that's been my month, how are you?"
5,4,Gretchen,I had a pretty quiet month but at the end of February I'm heading to ICLDC which is the international conference on language documentation and conservation in Hawaii.
5,5,Lauren,"I'm so jealous! I say, having just come back from Porto."
5,6,Gretchen,I am really excited because I've been hearing about the conference for years and I have not made it yet. So this is an international conference about language revitalization and I'm going to be running some workshops on getting your language information on Wikipedia and I'm also really excited to learn more about what other people's projects are that they're working on.
5,7,Lauren,"Awesome. I'm so excited that LingWiki, the linguistics Wikipedia editing thing is having a season in Hawaii The ICLDC conference is so great it has such a good community and I'm sure ICLDC7 will be a hashtag with lots of action on it in late January early March. [Update: the hashtag is actually ICLDC5.]"
5,8,Gretchen,"Yeah, so check out the hashtag, we'll try to tweet something about that, I'm sure I'll be tweeting from my own twitter account on that hashtag. I don't know how much people use hashtags at gesture conferences so maybe check out Lauren's."
5,9,Lauren,Lots.
5,10,Gretchen,"Oh good! OK good, you just have to take photos of the gestures."
5,11,Lauren,"Yeah, I'll add a link in the show notes as well to the iGesto hashtags. That's what Twitter photos are for."
5,12,Gretchen,"Ahhh photos, I forgot about photos.[Theme music]"
5,13,Lauren,"I am so excited that today's topic is colour and language! You may be wondering why we would be interested in talking about colour and language at the same time and that is for a number of reasons. If you take a cross-linguistic perspective you find that there are a variety of ways in which different languages cut up the colour space in order to talk about them, that has some really interesting implications."
5,14,Gretchen,"Yeah, so I guess the simple reason is colours are things that we have words for! But not all languages have the same words for the same colours, so you have a potential visual spectrum of possible colours that exists and languages that carve up that visual spectrum in some ways that are similar in some ways that are different. Lauren, you have a story for us."
5,15,Lauren,"I have, conveniently, two languages that I've learnt at two point in my life illustrate this really neatly. When I was in primary school we were 'taught' - I'll put that in some quote marks - Italian and I still remember in grade five or six you had to describe a face and I wrote, and and this will probably not be grammatical Italian because I'm remembering what eleven-year-old Lauren knew, but I wrote something like 'occhi blu', so that person has blue eyes, 'blu' being the Italian word for blue. And my Italian teacher was like 'meeeeh that's a fine... I mean, I understand what you mean but the person actually has occhi azzurro'. Or there's probably an adjective conjugation there that I need to do that I haven't done but for eyes for this Italian teacher you don't use the word 'blu' you use the word 'azzurro'. And people have argued that Italian actually has two basic colour words for what we think of as blue and 'blu' covers everything that's like royal blue and really rich blues and darker and azzurro is like light blue and sky blue. So I didn't really get it as an eleven-year-old and it's still hard for me to think of this, but then when I started learning Yolmo, which is a Tibetan language spoken in Nepal, they have one word for blue but that word also includes most of what we think of as green. And this is sufficiently common it's not that unusual for languages to have one word that covers everything we describe as blue and green and it's so common that these are often referred to as languages that have a colour 'grue', which is the word I like very much."
5,16,Gretchen,"'Grue' is a portmanteau of 'green' and 'blue', in case anyone needed that explained to them."
5,17,Lauren,"Thanks for explaining that, I think it's good that you've explained it. So you have Italian which creates divisions across what we think of as one colour and a language like Yolmo which covers what we think of as two colours with one word and this is something that happens pretty commonly across the world's languages."
5,18,Gretchen,"Yeah, I mean the the light blue dark/blue things may seem weird to English speakers but if you think of the words for red and pink, where pink is really just a light red and historically English didn't have a word for pink, you can kind of get a sense of it -- imagine if we did the same thing but for blue."
5,19,Lauren,"Yeah, and people had been aware of these differences across languages but the study that's often cited as the thing that kicked off a consistent research agenda in colour terms across languages is a study by Brent Berlin and Paul Kay from the 1970s. Oh, it was actually published in 1969, their monograph. So this was research done in the late sixties and then was really popular and replicated and discussed a lot in the seventies and eighties."
5,20,Gretchen,"I think they did a second study in the seventies and eighties, they did it again, but more broadly. So the bigger one that they get cited on is from the seventies. Anyway, so they decided that they wanted to, the first pilot version of the sixties they got some people or so who spoke some languages that they knew, you kind of wander around your linguistics grad department, find people who speak different languages and ask them about their colour terms. And then they replicated that on a larger scale by sending people out or working with people who are already going out and doing linguistic fieldwork and giving them the box of coloured chips, like paint chips that you get in a store to match your colours and giving them these typewritten instructions. We'll link to those in the show notes if you want to see the original instructions that they send out to people."
5,21,Lauren,And the colour chips that they used specifically known as Munsell chips which doesn't sound very tasty but the thing that's important about Munsell chips is that they are produced with incredibly consistent colours. So whatever is Munsell color 42 is going to be exactly the same across all of the Munsell set so you have this real consistency in the colours they were questioning people about across languages.
5,22,Gretchen,"Yeah, so they sent out people with all these consistent colour chips and they asked them, okay can you get some people who speak whatever language you're working with to sort these chips by groups that all belong to the same colour and by the most basic colour terms? So in English terms you'd be sorting out things like red and blue and even pink but you wouldn't be sorting out sky blue which is a colour term that has a literal word attached to it or bright red vs. dark red. So they were trying to get people to avoid using extra descriptors and just use whatever the most basic set of colour terms was that that language had."
5,23,Lauren,"So English has eleven colour terms I think. Let me see; red, green, yellow, blue, brown, purple, pink, orange, grey - I've only got up to nine, maybe I meant 9."
5,24,Gretchen,I think it has 11.
5,25,Lauren,I missed black and white! There we go.
5,26,Gretchen,There we go!
5,27,Lauren,"Black, white, red, green, yellow, blue, brown, pink, purple, orange, grey. That is actually cross linguistically quite a lot of words, but we can make even broader distinctions if we talk about light blue/ dark blue, warm yellow/cool yellow, off white - these kind of extra descriptors."
5,28,Gretchen,"Yeah and there are a few languages that have more distinctions, Korean apparently has a distinction between yellow and greenish-yellow, which is I think uncommon cross-linguistically, but they do it. It's a little bit weird the fact that English has words for purple and violet which generally people consider basically the same colour, but we do have two quote unquote 'basic' colour terms for it."
5,29,Lauren,"There are also a variety of terms like violet and turquoise and sienna for example, which are considered to not be basics because they're not part of the basic vocabulary that is taught to children, they're more technical terms. They're generally terms from a specific thing so turquoise has that colour because of the colour of turquoise or amethyst you could say that's a nice - I would never say - that's a nice amethyst sweater, but if you wanted to you could, it would be grammatical but it's an extension of the meaning of the colour purple from that stone and it's a sub colour within purple."
5,30,Gretchen,"But if you look back historically some words that we now consider basic English colours at one point were words that were used to refer to a specific object. I'm harping on pink a lot but the word pink originally meant a particular type of flower, a kind of a carnation and was later extended to mean the colour. The word orange started out as the fruit and then became the word for the colour. Even like a word like black in English which is a very basic colour term originally come from a Proto-Indo-European word meaning 'burnt' so you can make these etymological links. I guess it's when speakers become unaware of the etymological links that they really become basic colour terms."
5,31,Lauren,"It blew my mind in undergrad when I learnt that black is historically cognate with a lot of the European terms for white so in other Germanic languages you have something like German 'schwartz', which I definitely didn't say right, and then in all the Italian, French, Spanish languages you have was like 'bianco', 'blanc' or something like that which is cognate with black because black means something that's like burnt or brightly lit."
5,32,Gretchen,Burnt up versus burning brightly.
5,33,Lauren,"Burnt up, there you go. So these terms can change and evolve."
5,34,Gretchen,"English also has words 'blank' and 'blanch', 'bleach', which all come from the same route but refer more to the removing of colour than the the darkening of something, so that's the connection there. And this is one of the things, so what this Kay and Berlin colours survey found is that languages differ with how many basic colour terms they have, somewhere between about 2 and about 12 and that they need to follow at least an approximate trajectory. They have a specified quite a specific path but later research has shown that there are a few more divergences then they noticed. So if a language only has two colour terms they're going to have terms for light and dark."
5,35,Lauren,"I mean it's hard to imagine as an English speaker speaking a language that only has two colour terms. Generally they cover a pretty broad spectrum, so it's not just dark and light it's like the dark and cool colours and these are the light and warm colours. But that's your most minimal set of colour terms."
5,36,Gretchen,"Yeah, and then if you get an additional colour term in that, number three, you're going to end up with kind of the red spectrum, all of the stuff around red so now you have light and dark and red as a distinct thing and then after that things diverge a bit more. Sometimes people's fourth colour is yellow, sometimes it's a green, but those are yellows and greens that also include stuff like blue because remember all the languages that don't split up green and blue. But probably mostly light blues because your dark blues would still end up with black in the dark spectrum."
5,37,Lauren,"And then once you have green and yellow you generally have blue, and after that brown follows and then stage 7 is purple, pink, orange, or grey. so you get more and more sophisticated and nuanced colour terms."
5,38,Gretchen,"Yeah, you get finer variations there but it's hard to imagine there's language that only has three colour terms and those terms are turquoise, orange, and pink."
5,39,Lauren,"Yeah because that's not covering a lot. I mean, it might be covering a lot of the colour space in your wardrobe but not for all speakers."
5,40,Gretchen,"No orange! Turquoise yes, in my wardrobe."
5,41,Lauren,"So it's not surprising that we we're talking about pink and orange and these later stage colours in English have really clear and relatively recent etymologies compared to something like red or green or white. I remember when I learned this stuff in undergrad a friend who I was doing this with was completely-- she just would not believe that you could cover brown, purple, and grey in one colour. She was just like how could you have one lexeme or one word that covers all of those three?? And then one day she came to class and she was so excited and was just like look look at the scarf that I bought! And it was true, you couldn't tell, in certain contexts it looked brown and some context it looked purple and in some contexts it looked grey and that was her, like, theoretical proof those colours were close enough that it made sense to put them in one lexeme."
5,42,Gretchen,"Well the scarf actually brings us into an interesting point about why languages developed colour terms, which is that there's often some relationship between produced goods whether that's dyed fabrics or gemstones or other types of processed goods that people make into specific colours. Because if you're thinking about the sky for example, you know, we say all the time the sky is blue, but it's really not necessary to specify that the sky is blue. You can say the sky is dark or light, the sky is cloudy or clear, and if it's clear and its light of course it's blue! What other colour is it going to be? Or you can say something like the tree is living or the tree is dying, you don't necessarily need to specify the tree is is green or that it's red. So a lot of colours in nature a lot of things only really come in one specific colour. Whereas once you start making cars you don't say this car is ripe or it's not ripe, or this car is cloudy or it's clear, or this dress that you're going to make is ripe or unripe or that this basket that you're weaving is dyed a particular colour. Once you start dying stuff in colours it becomes more useful to talk about a finer variations or if you send someone to buy for you a particular thing in particular colour may want to specify exactly what that colours going be once you start colouring stuff artificially."
5,43,Lauren,So certain technological innovations can give rise to the necessity for finer distinctions and colour terms.
5,44,Gretchen,And some colour terms are etymologically linked to specific things that created those colours so purple is linked to the name of the particular mollusc that was used to make purple dye back around ancient Greece.
5,45,Lauren,The original Berlin and Kay survey has grown because it was really well written as methodology and using the Munsell chips meant that lots of people could get these colour sets and go and test with lots of different people around the world. The World Atlas of Linguistic Structures has a map about the number of colour terms across a large number of languages. They currently have 119 languages in WALS. I don't think we've talked about WALS on the podcast yet somehow.
5,46,Gretchen,"No, so WALS is an acronym for the World Atlas of Linguistic Structure and it is a very cool website you can go look at it yourself at wals dot info, we'll link to that in the description. And you can check out all of these cool maps of different linguistic features as dots on a particular map so in this case you can look at a map that has the red dots as the languages with this many colour terms and the yellow dots as languages with a different number of colour terms and you get kind of a view at a glance. I will say WALS is great and it's a good resource, it's got often a couple hundred languages for a particular feature, but it doesn't have all the languages. There are like 6,000 languages and many of them just don't have the kind of grammars--"
5,47,Lauren,But it's as comprehensive as we've got.
5,48,Gretchen,"Yeah, many of them just don't have the kind of grammars that can be used as input to databases like WALS. So it's very cool resource but it obviously over-represents the languages that we have grammatical descriptions of."
5,49,Lauren,"So there's lots of data on WALS for South American, Central American and kind of central West Africa and Australia and Papua New Guinea for colour terms. And interestingly, the lowest number of colour terms in a language in the WALS survey is three for basic colour terms. Languages with only three include Murrinh-patha in the Northern Territory of Australia, a number of West African languages including Wobe and Dan and then only one that I can see in Southern America which is Campa. I will put a link to the WALS colour maps in the show notes, so you can have a click around on the map and look at all the languages and the distribution of colour terms there."
5,50,Gretchen,"I will say that on the one hand it's very cool that the Kay and Berlin survey has this very standardized side of chips and does allow you to do these cross-linguistic comparisons. But when we were doing some research for this episode, I also came across a paper that pointed out that it can be also useful to look at the colour terms for language in terms of how those group use them specifically to refer to natural objects, sometimes this can illuminate stuff that the very standardized qualitative approach doesn't illuminate. The example that they had was there was a language that made a distinction between light and dark or black and white and then also between reddish-brown and pale green, you think huh that's a bit of a weird distinction to make, maybe, but if you look at how they actually use the words the pale green group was for living, growing things and often wet things, and the reddish-brown group with for dry or desiccated or dying things. So if you cut a stalk of bamboo off and you saw that wet opening of the raw bamboo, that was considered the pale green colour, even though literally speaking it's brown. Whereas if you have a dry leaf which might be the same shade of brown, that's considered the reddish brown colour. So there are pros and cons to doing a very standardized approach I guess."
5,51,Lauren,"Yep and one thing people have criticized it for is this lack of cultural context and specific conversational context. Another thing that's worth talking about in relation to colour terms and how people use language to describe colour is that there aren't just differences across languages, there are also some differences within a language with different groups. There's been a variety of studies looking at this, but we just thought we'd talk about some of the ones we know and find interesting and worth talking about. Some of the first effects that we see is an effect of gender and there's a really great study here from 1977 by Elaine Rich on sex-related differences in colour vocabulary, in which she finds that there is a difference between men and women in terms of how large their colour vocabularies are. Do you want to guess which way that effect goes Gretchen?"
5,52,Gretchen,"I think if you're going to get me to guess that means you're setting me up for something. So generally people assume that women have a larger colour vocabulary than men, are you going to tell me that's not the case?"
5,53,Lauren,"I'm going to tell you it's the case in this study but there are some other factors involved as well. So in the survey that the researcher did which involved a set of 25 colour cards -- I love it, she used the Crayola crayon colours as her focal colours because she wasn't using Munsell chips. And then she surveyed a variety of groups of people and she found that women could use more and more elaborate colour vocabularies than men but there were other complicated factors involved. So for example there was a social class difference and there's also an age difference, so younger men have larger colour vocabularies than older men in her study."
5,54,Gretchen,What was the social class difference?
5,55,Lauren,"The social class was technical vs non technical jobs for younger women in the demographic. She doesn't actually define what a technical job is as far as I can see but there was a professional distinction there. So one of her groups that she studied were a group of Catholic nuns, and these women did score lower in the number of colour terms they used than the other women in her survey. So even within languages there are different factors that indicate how many colour terms a person might use even if the language has a variety of them."
5,56,Gretchen,"I came across the study of I think it was women in Eastern Europe where the age effect that they found was the opposite. The older women had more colour terms and specifically the older women had more colour terms related to traditional dying methodology for textiles, whereas the younger women had become disconnected from traditional dyeing terminology for textiles and could no longer identify words like madder and russet and stuff like this that are used in traditional terms -- they tended to use more industrialised colour terms. There's the famous London cab drivers study which shows that people who have been driving cabs in London for years and years and years and learned all of the little byways in London have developed a really good sense of direction for London, they've got larger hippocampi to give you directions. And I think this seems to be one of those 'if you use it you get more words for it' areas, like with any specialised domain."
