Episode,Text,Start,End
5,"dress, thanks for the dress mum G: but I",1641460.0,1643498.0
5,think these are legitimate areas where,1643499.0,1644758.0
5,people can disagree. One area where you can,1644759.0,1647459.0
5,see that English speakers have changed,1647460.0,1649709.0
5,our conceptions of what we think of as,1649710.0,1652138.0
5,belonging to specific colour boundaries,1652139.0,1654028.0
5,is in what we think of as red. So a lot,1654029.0,1657238.0
5,of people wonder why do we call,1657239.0,1659038.0
5,people redheads or why do we call hair red,1659039.0,1662699.0
5,when really this is an orange coloured hair and,1662700.0,1665128.0
5,the thing is is that there has been,1665129.0,1666748.0
5,English speakers with orange coloured,1666749.0,1669418.0
5,hair this particular coloured hair for,1669419.0,1671189.0
5,much longer than English has had a word,1671190.0,1673108.0
5,"for orange L: ahhh that's why that is G: yeah, so initially English",1673109.0,1677548.0
5,doesn't have a word for orange the word,1677549.0,1679168.0
5,for orange gets introduced somewhere in middle english but of,1679169.0,1681209.0
5,course when the first oranges,1681210.0,1683069.0
5,start arriving from warmer climates that,1683070.0,1686069.0
5,are from places that are not England,1686070.0,1688768.0
5,and up until that point there hadn't,1688769.0,1692189.0
5,been a word for the color and then when,1692190.0,1693868.0
5,the food gets introduced suddenly,1693869.0,1695099.0
5,there's this very salient thing in a,1695100.0,1696839.0
5,colour that is very specific. The,1696840.0,1698308.0
5,"anglo-saxons had a few words like yellow-red,",1698309.0,1700858.0
5,which was kind of a yellow red color,1700859.0,1703589.0
5,and saffron but they mostly talked about it,1703590.0,1706439.0
5,as red and the orange is responsible in,1706440.0,1709018.0
5,the introduction of that color and 'redhead',1709019.0,1710699.0
5,stuck around as a fossilised term from,1710700.0,1712888.0
5,before we needed a distinction between,1712889.0,1714358.0
5,those colours. And you might wonder well,1714359.0,1716278.0
5,why don't we use a different vegetable,1716279.0,1719969.0
5,that is also orange instead of oranges,1719970.0,1722308.0
5,surely oranges are kind of kind of far,1722309.0,1723959.0
5,removed from England but in fact if you,1723960.0,1725849.0
5,"think of other salient orange vegetables,",1725850.0,1727798.0
5,carrots for example originally came in a,1727799.0,1730288.0
5,bunch of colors so you could get carrots,1730289.0,1732178.0
5,"in purple , you could get carrots in yellow you",1732179.0,1734128.0
5,get carrots in orange and you can still,1734129.0,1735959.0
5,get these at a farmers market or,1735960.0,1737248.0
5,something but they're a bit more obscure,1737249.0,1738479.0
5,so they're not that useful as a,1738480.0,1739738.0
5,reference term for particular colour,1739739.0,1741898.0
5,because how do you know if you're talking,1741899.0,1742949.0
5,about purple you're talking about orange.,1742950.0,1744238.0
5,And pumpkins are a new world vegetable,1744239.0,1748138.0
5,they're from the Americas and so they,1748139.0,1750358.0
5,were introduced even later than the,1750359.0,1751558.0
5,orange was L: because orange has really,1751559.0,1753329.0
5,like it swept Europe you look at your,1753330.0,1755589.0
5,European languages and the word for the colour,1755590.0,1757928.0
5,orange is often the same as that fruit,1757929.0,1761168.0
5,and that's because when oranges,1761169.0,1762939.0
5,arrived people were really,1762940.0,1764109.0
5,like this is the thing with this color,1764110.0,1765939.0
5,that we haven't really lexically,1765940.0,1767678.0
5,pinned down in our languages before.,1767679.0,1769509.0
5,"Which really, it always does my head in",1769510.0,1771099.0
5,when I hear this because I just think of,1771100.0,1772599.0
5,oranges such a basic color,1772600.0,1774729.0
5,G: yeah it seems really basic to us but if you,1774730.0,1776739.0
5,think about what kinds of objects they,1776740.0,1778149.0
5,had around them and then you had kind of,1778150.0,1779769.0
5,yellow and brown that you can make,1779770.0,1781599.0
5,easily with plants dyes and there,1781600.0,1783788.0
5,weren't a lot of very orange objects so,1783789.0,1785979.0
5,might as well just lump them in with,1785980.0,1788109.0
5,"red L: we're not really going to touch on,",1788110.0,1789699.0
5,because you know there's so much to talk,1789700.0,1791229.0
5,"about with colour as a thing, we're not",1791230.0,1793359.0
5,even kind of touching on the metaphoric,1793360.0,1796028.0
5,extensions that people have for certain,1796029.0,1798189.0
5,colours or the cultural signifiers that,1798190.0,1801129.0
5,certain colours are used as across the,1801130.0,1803469.0
5,world but one thing I think it's fun to,1803470.0,1805359.0
5,talk about is the relationship between,1805360.0,1806709.0
5,colour and other senses. So this crops up,1806710.0,1810099.0
5,"in a number of things, one thing I want",1810100.0,1813459.0
5,to talk about is a recent study from De Valk,1813460.0,1815769.0
5,and a bunch of the team at the,1815770.0,1817749.0
5,"Meaning, Culture and Cognition lab in Radboud",1817750.0,1820658.0
5,University about the relationship,1820659.0,1822548.0
5,between colour and smells. And in this,1822549.0,1825278.0
5,"study they looked at Dutch, Thai, and Maniq",1825279.0,1828729.0
5,which is a language spoken by a small,1828730.0,1830769.0
5,hunter-gatherer community in Thailand so,1830770.0,1832808.0
5,they live in the same kind of similar,1832809.0,1834759.0
5,cultural context to other Thai speakers,1834760.0,1836678.0
5,but they speak a different language and,1836679.0,1838389.0
5,they live as hunter-gatherers and the,1838390.0,1840579.0
5,difference in how these groups described,1840580.0,1843038.0
5,odours has implications for the colours,1843039.0,1845739.0
5,that they associate with different,1845740.0,1847269.0
5,smells. And the thing I,1847270.0,1849219.0
5,love about this study is that to,1849220.0,1851949.0
5,distribute the odors they literally just,1851950.0,1854319.0
5,"put, so they had smells that were very",1854320.0,1856449.0
5,familiar to Dutch speakers and smells that,1856450.0,1858459.0
5,were very familiar to people from,1858460.0,1860079.0
5,Thailand whether they were Thai or Maniq,1860080.0,1862119.0
5,speakers so they had smells for things,1862120.0,1864908.0
5,like red wine or peanut butter or they,1864909.0,1867579.0
5,"had smells for things like coconut, or smells",1867580.0,1870849.0
5,that were familiar to both groups like,1870850.0,1872678.0
5,banana and they put these objects,1872679.0,1874569.0
5,they just literally put like a banana in,1874570.0,1876969.0
5,a spray bottle and then just,1876970.0,1878829.0
5,sprayed the smell under people's noses,1878830.0,1880148.0
5,it was a very lo-fi but very effective,1880149.0,1882908.0
5,G: like a spray bottle with with water or,1882909.0,1885579.0
5,just with air? L: just with air and a,1885580.0,1887889.0
5,banana,1887890.0,1888268.0
5,G: okay! This is great! L: and so like they repeated,1888269.0,1892678.0
5,the experiment with people twice and,1892679.0,1895048.0
5,they did things where they asked people to,1895049.0,1896518.0
5,describe the small and checked with,1896519.0,1898888.0
5,people saying if they knew what the smell was,1898889.0,1900658.0
5,like what the object was that they were,1900659.0,1902278.0
5,"smelling, so there were a few things and",1902279.0,1904199.0
5,what they found was that Dutch speakers,1904200.0,1905699.0
5,usually describe the odour by describing,1905700.0,1908069.0
5,"the object so they would say, if we",1908070.0,1910378.0
5,"have the banana in the bottle, they'd say",1910379.0,1912238.0
5,"'oh it smells like banana', whereas Thai/Maniq",1912239.0,1914218.0
5,speakers would use words that describe,1914219.0,1916678.0
5,the smell quality they wouldn't say it,1916679.0,1918598.0
5,smells like a banana and they'd say it smells really sweet,1918599.0,1920008.0
5,and when people described,1920009.0,1922738.0
5,"the odour with an object, so if they said",1922739.0,1924658.0
5,"oh that smells like a banana,",1924659.0,1926278.0
5,when they had to match the colours,1926279.0,1928319.0
5,"to the odors, so that bit was",1928320.0,1930508.0
5,"the final condition, they were asked to",1930509.0,1932158.0
5,"match colors to the odours, they found",1932159.0,1934678.0
5,that people who used the word for an,1934679.0,1937528.0
5,object to describe the smell would be,1937529.0,1939178.0
5,more likely to use a colour consistently,1939179.0,1941908.0
5,so if they smelt peanut butter and said,1941909.0,1943949.0
5,that smells like peanut butter,1943950.0,1945328.0
5,they'll be more likely to pick the colour,1945329.0,1946768.0
5,brown whereas if they smelt peanut butter and used,1946769.0,1949048.0
5,a term like that smelled musty then,1949049.0,1950908.0
5,they would be less likely to choose a,1950909.0,1952468.0
5,consistent colour G: So mustiness doesn't,1952469.0,1954748.0
5,necessarily have a consistent colour,1954749.0,1955918.0
5,"association, but we know what colour",1955919.0,1957838.0
5,peanuts are and they're pretty much,1957839.0,1958978.0
5,always the same colour L: yeah so their,1958979.0,1960898.0
5,finding suggests that the odour-colour,1960899.0,1963358.0
5,associations that people have are most,1963359.0,1965458.0
5,likely formed through language. It's,1965459.0,1967319.0
5,really neat article and they have a,1967320.0,1968578.0
5,great website kind of summarizing the,1968579.0,1970648.0
5,"findings, we'll put that in the show notes.",1970649.0,1972208.0
5,G: One thing that interests me about,1972209.0,1974248.0
5,colours and words together is the,1974249.0,1976708.0
5,phenomenon called synesthesia where you,1976709.0,1978298.0
5,have these relationships between,1978299.0,1979498.0
5,different senses and one of the most,1979499.0,1981958.0
5,common types of synesthesia is what's,1981959.0,1984118.0
5,called graphene colour synesthesia where,1984119.0,1986218.0
5,you associate certain graphemes - letters,1986219.0,1989098.0
5,and numbers and other types of symbolic,1989099.0,1991108.0
5,"shapes - with particular colours, and I have",1991109.0,1992968.0
5,"this kind of synesthesia, so it always",1992969.0,1994228.0
5,interests me when you find particular,1994229.0,1995578.0
5,research about this and this is not,1995579.0,1997348.0
5,unfortunately episode where we're going to,1997349.0,1998578.0
5,"talk about all kinds of synesthesia,",1998579.0,1999748.0
5,"because that'd be really cool we, should",1999749.0,2001098.0
5,"do one of those, but one thing that I",2001099.0,2002628.0
5,find is cool is that there's sometimes,2002629.0,2004518.0
5,a connection where the colours aren't,2004519.0,2006408.0
5,evenly distributed. So my particular set,2006409.0,2008778.0
5,of synesthesia is not the,2008779.0,2010278.0
5,rainbow is just sat down and there's the,2010279.0,2012319.0
5,alphabet sitting along it i have liked,2012320.0,2014268.0
5,more yellow letters then I do purple,2014269.0,2016908.0
5,letters for no particular reason.,2016909.0,2018978.0
5,L: So every letter of the alphabet has it,2018979.0,2021319.0
5,consistant,2021320.0,2021829.0
5,color mapping for you G: yeah and,2021830.0,2023959.0
5,all the numbers too and so a lot of,2023960.0,2026119.0
5,early synesthesia research is just,2026120.0,2028489.0
5,focused on establishing that these are,2028490.0,2030259.0
5,"consistent, if you bring synesthetes",2030260.0,2031939.0
5,into the lab and you ask them what colour,2031940.0,2033709.0
5,"each letter i,s in a year you bring them",2033710.0,2035239.0
5,back and ask them what colour each letter,2035240.0,2037009.0
5,"is, they'll give you the same answer,",2037010.0,2038719.0
5,whereas for synesthetes they'll be,2038720.0,2040668.0
5,a lot more variable. And this research I,2040669.0,2042949.0
5,find very boring because I already know,2042950.0,2044479.0
5,"that my colours are consistent,",2044480.0,2047689.0
5,"that they're there, because of course I'm",2047690.0,2049428.0
5,"experiencing them, but this is how you do",2049429.0,2051108.0
5,science I guess and the later research,2051109.0,2052848.0
5,has been trying to show kind of more,2052849.0,2054319.0
5,complex stuff about it.,2054320.0,2055579.0
5,So this is a specific topic I'd love to,2055580.0,2057168.0
5,see more people research,2057169.0,2058638.0
5,L: ok we'll do a synesthesia episode at one point one,2058639.0,2061908.0
5,G: well one way you can get kind of colour/ letter,2061909.0,2064459.0
5,effects even if you're not a synesthete is,2064460.0,2066979.0
5,"you can do what's called a Stroop test,",2066980.0,2069229.0
5,and what this is is that you take a word,2069230.0,2072378.0
5,like green and you write in a colour ink,2072379.0,2074989.0
5,that does not correspond to the actual,2074990.0,2077118.0
5,words so you write green with let's say,2077119.0,2079279.0
5,red ink and then you tell people okay you,2079280.0,2081529.0
5,need to read the colour of the ink not,2081530.0,2083989.0
5,the word and people find it really,2083990.0,2085759.0
5,difficult so you're seeing,2085760.0,2087499.0
5,green and letters but it's in red ink,2087500.0,2089509.0
5,and so you have to say red and we will,2089510.0,2091128.0
5,link to an example of a Stroop test that,2091129.0,2092959.0
5,you can take yourself and see how,2092960.0,2094398.0
5,challenging it is L: I am rubbish at them,2094399.0,2096739.0
5,G: yeah they're really hard because we get,2096740.0,2098329.0
5,so good at words. They've been used in,2098330.0,2100549.0
5,psycholinguistics literature for a bunch,2100550.0,2102799.0
5,of different things L: You can also fail at,2102800.0,2104389.0
5,a Stroop test and tell us how badly,2104390.0,2106009.0
5,you did through the link in the show,2106010.0,2107479.0
5,notes page,2107480.0,2108469.0
5,G: yes so this has been a lot of colour,2108470.0,2112819.0
5,research there are more cool studies out,2112820.0,2114949.0
5,"there, if you have a favorite colour study",2114950.0,2116659.0
5,or colour research or colour etymology do,2116660.0,2119659.0
5,"feel free to let us know L: or colour if,",2119660.0,2121429.0
5,you have a favorite colour! G: yeah! what's your,2121430.0,2123169.0
5,favorite colour!,2123170.0,2132279.0
5,for more Lingthusiasm and links to,2132280.0,2135069.0
5,everything mentioned in this episode go,2135070.0,2137109.0
5,to Lingthusiasm dotcom. You can,2137110.0,2139809.0
5,"listen to us on iTunes, google play music",2139810.0,2142329.0
5,SoundCloud or wherever else you get your,2142330.0,2143799.0
5,"podcast, and you can follow at Lingthusiasm",2143800.0,2146619.0
5,"on Twitter, Facebook and tumblr. T can be",2146620.0,2149529.0
5,found at Gretchen A Mc C on Twitter and,2149530.0,2152319.0
5,my blog is All Things Linguistic dotcom,2152320.0,2154959.0
5,L: I tweet at Superlinguo and I blog,2154960.0,2157329.0
5,as Superlinguo as well. Lingthusiasm is,2157330.0,2160179.0
5,created and produced by Gretchen,2160180.0,2161949.0
5,"McCulloch and Lauren Gawne. Our producer is Claire,",2161950.0,2164679.0
5,and our music is by The Triangle,2164680.0,2166089.0
5,Stay Lingthusiastic!,2166090.0,
6,"G: welcome to Lingthusiasm, a podcast that's",15280.0,19719.0
6,enthusiastic about linguistics. I'm,19720.0,21669.0
6,Gretchen McCulloch L: and I'm Lauren Gawne,21670.0,23889.0
6,and today we're going to be talking,23890.0,25299.0
6,about the International Phonetic,25300.0,26679.0
6,Alphabet. But first-- it was International,26680.0,29258.0
6,Mother Language Day in February and even,29259.0,32019.0
6,though it was a couple of weeks ago now,32020.0,33159.0
6,on February the 21st I think it's still,33160.0,35558.0
6,worth saying a belated 'Happy Mother,35559.0,37328.0
6,Language Day' to you Gretchen G: Happy,37329.0,39369.0
6,Mother Language Day to you! Which we are,39370.0,41139.0
6,"wishing in our of monther languages of English, which is",41140.0,42398.0
6,kind of boring L: both wishing it our mother,42399.0,44169.0
6,languages. Do you have any other heritage,44170.0,45849.0
6,languages that you wish to acknowledge? G: I,45850.0,47768.0
6,mean technically Scottish Gaelic is,47769.0,49238.0
6,probably a long time ago a mother,49239.0,51159.0
6,language for me but my ancestors were,51160.0,52689.0
6,lowland Scots so it's a really,52690.0,54908.0
6,long time ago L: well happy Scots Gaelic,54909.0,57069.0
6,day G: do you have any other? L: my grandmaternal,57070.0,59349.0
6,language is Polish and thanks to generally typical Australian,59350.0,64329.0
6,attitudes towards non-English speaking,64330.0,66669.0
6,in the 1960s that wasn't passed on to,66670.0,69219.0
6,any of my mother's generation at all so,69220.0,71859.0
6,yeah it's still a very recent part of,71860.0,74319.0
6,our family history. I'm the only,74320.0,75759.0
6,grandchild who ever learnt enough Polish,75760.0,77349.0
6,to speak with my grandmother in her,77350.0,79298.0
6,mother tongue G: oh that's cool L: which is cool I,79299.0,81609.0
6,wish I still spoke that much G: well I,81610.0,83618.0
6,"mean it's cool that you learned it, it's not",83619.0,84968.0
6,cool that no one else did L: it's probably,84969.0,87819.0
6,questionable how much Polish I remember,87820.0,89828.0
6,"today. And yeah, I always like to think of my nan",89829.0,92019.0
6,and my lack of opportunities to learn,92020.0,94148.0
6,Polish on February 21st. What do you been,94149.0,96669.0
6,up to or what's coming up? G: well by the,96670.0,98529.0
6,time this episode goes out I will have,98530.0,100629.0
6,been to South by Southwest where I will,100630.0,102459.0
6,have done a panel with Erin Mckean and,102460.0,104379.0
6,Jane Solomon and Ben Zimmer L: how are you not going to,104380.0,106658.0
6,like die of fangirling at people?! G: Because I've,106659.0,110319.0
6,already met all of them anyway? L: awwww I'm so jelly,110320.0,114008.0
6,G: but they're really cool and I'm really,114009.0,115629.0
6,"excited to be on a panel with them, we're",115630.0,117429.0
6,"going to be talking about 'word curation,",117430.0,119739.0
6,"dictionaries, tech, and the future' which",119740.0,122648.0
6,will happen by the time you guys get,122649.0,124178.0
6,this episode so you can check out the,124179.0,126038.0
6,hashtag that I'm sure will have action,126039.0,127898.0
6,on it and we'll link to that in the show,127899.0,129879.0
6,notes L: I'm really excited for,129880.0,132309.0
6,that panel I'm looking forward to it,132310.0,133689.0
6,hopefully - is it going to be,133690.0,134799.0
6,recorded? Am I going to be able to see it,134800.0,136719.0
6,as a non South by Southwest attendee? G: I,136720.0,139119.0
6,think there's going to be an audio,139120.0,141699.0
6,recording on soundcloud that South by,141700.0,144669.0
6,Southwest is going to put up online,144670.0,145899.0
6,because they've done that for previous,145900.0,147579.0
6,years. So I can't,147580.0,148899.0
6,promise that they'll do that again but,148900.0,150848.0
6,they seem to like doing it in previous,150849.0,152679.0
6,"years, I don't know why they wouldn't do",152680.0,153878.0
6,it again so we'll link to that if we,153879.0,155109.0
6,"have it L: yay, excellent! [theme music]",155110.0,164559.0
6,so there's a problem when you learn to spell,164560.0,172208.0
6,"English, which is that it's really hard",172209.0,174969.0
6,to spell English L: it's really a lifelong,174970.0,177639.0
6,learning process as far as I'm concerned,177640.0,179169.0
6,G: it's a lifelong learning process. You,179170.0,181539.0
6,know some languages don't have,181540.0,182529.0
6,spelling bees because their spelling,182530.0,183789.0
6,systems are so consistent they don't,183790.0,185109.0
6,need them - we can only wish! So the,185110.0,187659.0
6,English spelling system is especially,187660.0,189279.0
6,"ridiculous, it's got silent letters, it's got",189280.0,191469.0
6,something around 14 vowels but only five,191470.0,194018.0
6,letters to write them in. My favorite,194019.0,195999.0
6,demonstration of this is there's a,196000.0,197649.0
6,phrase that has kind of all of the,197650.0,200139.0
6,English vowels you just recite,200140.0,201699.0
6,and the phrase goes - I have to have to say it in,201700.0,203859.0
6,a non-rhotic accent because it only,203860.0,205659.0
6,works that way - the phrase goes 'who would,205660.0,209048.0
6,"know aught of art must learn, act and",209049.0,215259.0
6,then take his ease'. And each of those,215260.0,219068.0
6,words has a different vowel in it L: cool! G: and,219069.0,221048.0
6,that's one way of remembering the vowels,221049.0,222399.0
6,L: that's a nifty sentence G: yeah but if you try,222400.0,224379.0
6,to write that down in English it's hard,224380.0,226449.0
6,L: with the English orthography that we,226450.0,228039.0
6,"have, or the English writing",228040.0,229539.0
6,system - orthography - that we have G: and,229540.0,231488.0
6,spelling systems are also inconsistent,231489.0,233649.0
6,across different languages even,233650.0,235119.0
6,languages that are consistent in themselves,235120.0,236919.0
6,are often inconsistent when you compare,236920.0,239169.0
6,"them with each other, so a language that",239170.0,241029.0
6,"has, you know some languages use the",241030.0,243279.0
6,"letter J for the /dʒ/ sound [as in Jane], some",243280.0,245738.0
6,languages use it for the /ʒ/ sound,245739.0,247899.0
6,"like French [Jean], some languages use it for",247900.0,249939.0
6,the 'y' /j/ sound like German as in 'Jan' or,249940.0,252639.0
6,"'Johann Sebastian Bach', some languages use",252640.0,255068.0
6,it for the /x/ sound as in Spanish,255069.0,257409.0
6,like 'Juan'. There's a whole bunch of,257410.0,259119.0
6,different sounds you can use the same,259120.0,260708.0
6,letter for depending on your,260709.0,261759.0
6,language L: there's a really great tumblr,261760.0,263859.0
6,post that kind of encapsulates this,263860.0,265659.0
6,variety in the ways different alphabets,265660.0,268538.0
6,that are based on the same alphabet,268539.0,269649.0
6,English is based on use their,269650.0,271509.0
6,orthographies in different ways which,271510.0,273219.0
6,we'll link to. When I first read this I,273220.0,275049.0
6,was like oh look someone's just posting,275050.0,276559.0
6,"in Norwegian or Danish or something,",276560.0,278769.0
6,but then if you sit there and read it,278770.0,280299.0
6,and you know the orthographic,280300.0,281859.0
6,conventions in different languages it,281860.0,283659.0
6,says something along the lines of 'I,283660.0,285249.0
6,wonder if English speakers will notice,285250.0,286959.0
6,that I'm writing this in English but,286960.0,289388.0
6,using the spelling conventions of my,289389.0,291668.0
6,language' G: and yeah a whole bunch of,291669.0,293019.0
6,people have certain different versions,293020.0,294309.0
6,of it there's a Finnish one which is,294310.0,295719.0
6,"pretty good, there's an Irish one which",295720.0,297219.0
6,is fantastic,297220.0,298029.0
6,L: it's good because once you know what the,298030.0,299409.0
6,phrase is that gives you a feel for what,299410.0,301209.0
6,the conventions are in different,301210.0,302439.0
6,languages and for example I found the,302440.0,304299.0
6,Polish one really easy to read and then,304300.0,306339.0
6,for some of the others I was just,306340.0,307479.0
6,basically guessing because I knew what,307480.0,309309.0
6,"the sentence was, and it really nicely",309310.0,311829.0
6,illustrates this problem that we have,311830.0,313749.0
6,that we all learn different spelling,313750.0,315819.0
6,conventions for different languages G: and,315820.0,317739.0
6,we're not the first people to have,317740.0,319569.0
6,noticed this problem in fact people have,319570.0,321639.0
6,been realizing this problem for quite a,321640.0,323799.0
6,long time as long as people have been,323800.0,325569.0
6,writing with different systems and it,325570.0,327369.0
6,just became especially apparent as,327370.0,328989.0
6,writing systems became standardised in the,328990.0,332319.0
6,1700s and 1800s when dictionaries are,332320.0,334899.0
6,becoming popular and people were,334900.0,336639.0
6,starting to write in a standardised sort,336640.0,337959.0
6,of way and looking at other languages,337960.0,339579.0
6,and realising that they're,339580.0,340569.0
6,standardisations were converging on,340570.0,342009.0
6,something different L: I really love that,342010.0,343119.0
6,historically there,343120.0,344949.0
6,"was no consistent spelling conventions,",344950.0,347499.0
6,and so in Old English text we actually,347500.0,350289.0
6,have a good idea of the different common,350290.0,353139.0
6,literate dialects of people who,353140.0,355479.0
6,lived in Mercia or people who live in,355480.0,357159.0
6,Cumbria and because of the way that they,357160.0,359739.0
6,wrote English really reflected the way,359740.0,362049.0
6,"their accent worked, and once spelling",362050.0,363849.0
6,systems became standardized that stopped,363850.0,365649.0
6,being the case G: and it also became,365650.0,367359.0
6,really difficult people for who are trying,367360.0,368619.0
6,to learn English because even if you,368620.0,370659.0
6,"learn the spelling systems, when you",370660.0,372069.0
6,pronounce the words the way they look,372070.0,373809.0
6,and people look at you like 'that's not,373810.0,375909.0
6,actually how it's pronounced' and you're like,375910.0,377019.0
6,'how was I supposed to remember that?',377020.0,378009.0
6,Various people came up with various,378010.0,379749.0
6,proposals for spelling reform for either,379750.0,382419.0
6,just like a more phonetic way of writing,382420.0,384729.0
6,"English in total, or for ways of",384730.0,386979.0
6,adapting English words so that it could,386980.0,388869.0
6,be used for specialised purposes like,388870.0,390219.0
6,"people who are learning the language,",390220.0,391269.0
6,or people who want to write down specific,391270.0,392829.0
6,things and annotate exactly how they're,392830.0,394479.0
6,said L: and some people went for massive,394480.0,396279.0
6,"'let's create an entirely new alphabet',",396280.0,398169.0
6,some people just wanted some small,398170.0,399669.0
6,reforms. So Noah Webster is probably one,399670.0,402159.0
6,of the people who had the most,402160.0,403299.0
6,impressive effect on English especially,403300.0,405399.0
6,"on American English, so it was Webster",405400.0,407349.0
6,who decided to take and consistently use,407350.0,409659.0
6,conventions like 'i-z-e' instead of,409660.0,411819.0
6,'i-s-e' and using words like colour without,411820.0,414129.0
6,the 'u' instead of with the 'u' as,414130.0,416049.0
6,part of this attempt to make English,416050.0,418029.0
6,spelling more realistically reflect the,418030.0,420369.0
6,language that was being spoken G: yeah,420370.0,422079.0
6,there were other British reformers,422080.0,424599.0
6,"that were trying to do this, so there was",424600.0,426729.0
6,a guy named Henry Sweet who came up with,426730.0,428769.0
6,an alphabet called the Romic /ɹomɪk/ alphabet or,428770.0,431079.0
6,the Romic /ɹɑmɪk/,431080.0,431799.0
6,"alphabet, I'm not actually sure how to",431800.0,433029.0
6,"pronounce the name of this alphabet,",433030.0,434439.0
6,which... L: if only was written down some where,434440.0,437529.0
6,in a consistently pronounceable script! G: if only!,437530.0,440109.0
6,He didn't seem to actually write the,440110.0,442929.0
6,name of his own alphabet anywhere in,442930.0,444908.0
6,a consistent script so that's a shame.,444909.0,446799.0
6,And that was based on mostly Roman,446800.0,450728.0
6,letters but with adaptations for sounds,450729.0,452859.0
6,that English had and Latin hadn't. And,452860.0,454839.0
6,then there was Alexander Ellis who was,454840.0,457359.0
6,apparently the real-life origin of Henry,457360.0,459939.0
6,Higgins from 'My Fair Lady' L: Really?! G: I don't,459940.0,462219.0
6,know that's what Wikipedia says L: ok,462220.0,463538.0
6,because I'm going to invoke the,463539.0,465189.0
6,"supremacy of David Crystal, if that's",465190.0,468038.0
6,okay. I don't know if Crystal officially,468039.0,469658.0
6,"trumps Wikipedia, but in his book called",469659.0,471968.0
6,'Wordsmiths and Warriors' he says if,471969.0,473888.0
6,Higgins is anyone it has to be Daniel,473889.0,476288.0
6,Jones who is a phonetician who is very,476289.0,479228.0
6,influential in terms of like codifying,479229.0,481209.0
6,"the vowel system, so what we think of is",481210.0,483519.0
6,the modern International Phonetic,483520.0,484809.0
6,Alphabet vowel space kind of started,484810.0,486908.0
6,with Daniel Jones' cardinal vowels G: I,486909.0,489218.0
6,mean I don't know it could have been a,489219.0,491168.0
6,composite or something L: I think to be,491169.0,492999.0
6,"honest that the most likely is it's,",493000.0,494948.0
6,there was a genre of gentleman academic,494949.0,498129.0
6,at the time who's very interested in,498130.0,499839.0
6,these topics and there was a lot of work,499840.0,502119.0
6,being invested in generating some kind,502120.0,503918.0
6,of writing system that accurately,503919.0,505778.0
6,reflected speech G: yeah and so they made,505779.0,508359.0
6,the International Phonetic Association,508360.0,510369.0
6,"in the late 1800s, which confusingly",510370.0,513129.0
6,"enough also has the acronym IPA, and they",513130.0,515528.0
6,had some meetings and they were like,515529.0,516908.0
6,yeah we need to come up with a system,516909.0,518708.0
6,for this L: so the IPA is where the IPA was,518709.0,521859.0
6,created G: yeah I hope they were all,521860.0,523749.0
6,drinking IPA but I can't guarantee,523750.0,525338.0
6,that L: in an our reenactment that,525339.0,528159.0
6,is definitely what's happening G: yeah when,528160.0,529929.0
6,we when we all get dressed up in,529930.0,531489.0
6,historic costume (bagsies Henry,531490.0,533169.0
6,"Sweet), then we will all drink IPA",533170.0,536169.0
6,L: I'm Daniel Jones apparently - no I'm,536170.0,538299.0
6,"going to dress up as Cardinal Vowel, I",538300.0,540398.0
6,always thought that would be a great,540399.0,541539.0
6,linguist costume G: ah that's great! Were,541540.0,543398.0
6,cardinal vowels invented yet? L: well it was,543399.0,545588.0
6,"Daniel Jones who did that, I don't know",545589.0,547599.0
6,when he was working G: oh ok good,547600.0,550028.0
6,L: I mean we'll have to have a whole episode,550029.0,551588.0
6,"just talking about vowels and how they work,",551589.0,553509.0
6,but that was kind of a thing that was,553510.0,555278.0
6,figured out at the time G: yeah and they,555279.0,556809.0
6,came up with some principles for future,556810.0,559929.0
6,development of this international,559930.0,561819.0
6,phonetic alphabet and these were; each,561820.0,564369.0
6,symbol should,564370.0,565648.0
6,have its own distinctive sound and the,565649.0,567898.0
6,same symbol should be used for the same sound,567899.0,570239.0
6,across all languages L: so instead of,570240.0,572159.0
6,having the J sound sounding like /dʒ/,572160.0,574979.0
6,or /ʒ/ or /j/ or /x/ across,574980.0,577979.0
6,"different languages, every time that",577980.0,579359.0
6,sound was used it would be used for,579360.0,580979.0
6,exactly the same sound G: every time that,580980.0,582659.0
6,symbol was used L: yes sorry every,582660.0,583979.0
6,time that symbol was used it would be,583980.0,585088.0
6,used for the same sound G: They also came up,585089.0,587128.0
6,with some principles that influenced,587129.0,589409.0
6,which symbols ended up being chosen for,589410.0,591928.0
6,which sounds. So they decided to use,591929.0,595799.0
6,as many ordinary Roman letters as,595800.0,598469.0
6,possible and to have a very minimal,598470.0,600958.0
6,number of new letters and to use what,600959.0,603299.0
6,they called quote unquote international,603300.0,605308.0
6,usage to decide the sound for each,605309.0,607498.0
6,"symbol L: so they wouldn't, the symbol that",607499.0,609208.0
6,we have for 's' they wouldn't decide 'oh,609209.0,611188.0
6,we're going to make that the sound for,611189.0,613519.0
6,'l' because we're crazy people' G: yeah,613520.0,615028.0
6,well they didn't do that but the other,615029.0,616229.0
6,"thing is, so look at the vowels, the IPA",616230.0,618479.0
6,vowels look kind of weird from an,618480.0,620849.0
6,English perspective. So the IPA uses the,620850.0,623489.0
6,letter that we think of as 'i' to,623490.0,625229.0
6,represent the 'ee' /i/ sound and uses the,625230.0,627178.0
